Fecha,Hora,Divisa,Importancia,Evento,Actual,Prevision,Anterior
16 de mayo de 2022",02:30,  AUD,,Cambio del empleo (Abr),"4,0K","30,0K","17,9K"
16 de mayo de 2022",03:00,  NZD,,Publicación de los presupuestos anuales  , , , 
16 de mayo de 2022",12:30,  EUR,,Actas de la reunión de política monetaria del BCE  , , , 
16 de mayo de 2022",13:30,  USD,,Nuevas peticiones de subsidio por desempleo,218K,200K,197K
16 de mayo de 2022",13:30,  USD,,Índice manufacturero de la Fed de Filadelfia (May),"2,6","16,0","17,6"
16 de mayo de 2022",15:00,  USD,,Ventas de viviendas de segunda mano (Abr),"5,61M","5,65M","5,75M"
17 de mayo de 2022",02:15,  CNY,,Tasa de préstamo preferencial del PBoC,"3,70%", ,"3,70%"
17 de mayo de 2022",07:00,  GBP,,Ventas minoristas (Mensual) (Abr),"1,4%","-0,2%","-1,2%"
23 de mayo de 2022",09:00,  EUR,,Índice Ifo de confianza empresarial en Alemania (May),"93,0","91,4","91,9"
23 de mayo de 2022",17:15,  GBP,,Comparecencia del gob Bailey del BoE  , , , 
24 de mayo de 2022",08:30,  EUR,,PMI manufacturero de Alemania (May)  ,"54,7","54,0","54,6"
24 de mayo de 2022",09:30,  GBP,,PMI compuesto  ,"51,8","56,5","58,2"
24 de mayo de 2022",09:30,  GBP,,PMI manufacturero  ,"54,6","54,9","55,8"
24 de mayo de 2022",09:30,  GBP,,PMI de servicios  ,"51,8","56,9","58,9"
24 de mayo de 2022",15:00,  USD,,Ventas de viviendas nuevas (Abr),591K,750K,709K
24 de mayo de 2022",17:20,  USD,,"Declaraciones Powell, presidente de la Fed  ", , , 
24 de mayo de 2022",19:00,  EUR,,"Comparecencia de Lagarde, presidenta del BCE  ", , , 
25 de mayo de 2022",03:00,  NZD,,Decisión de tipos de interés,"2,00%","2,00%","1,50%"
25 de mayo de 2022",03:00,  NZD,,Anuncio de tipos de interés del Banco de la Reserva de Nueva Zelanda  , , , 
25 de mayo de 2022",04:00,  NZD,,Rueda de prensa del RBNZ  , , , 
25 de mayo de 2022",07:00,  EUR,,PIB de Alemania (Trimestral) (1T),"0,2%","0,2%","-0,3%"
25 de mayo de 2022",09:00,  EUR,,"Comparecencia de Lagarde, presidenta del BCE  ", , , 
25 de mayo de 2022",13:30,  USD,,Pedidos de bienes duraderos (subyacente) (Mensual) (Abr),"0,3%","0,6%","1,1%"
25 de mayo de 2022",15:30,  USD,,Inventarios de petróleo crudo de la AIE,"-1,019M","-0,737M","-3,394M"
25 de mayo de 2022",19:00,  USD,,Actas de la reunión del FOMC  , , , 
25 de mayo de 2022",22:10,  NZD,,Declaraciones del gobernador Orr del RBNZ  , , , 
26 de mayo de 2022",13:30,  USD,,PIB (Trimestral) (1T)  ,"-1,5%","-1,3%","-1,4%"
26 de mayo de 2022",13:30,  USD,,Nuevas peticiones de subsidio por desempleo,210K,215K,218K
26 de mayo de 2022",13:30,  CAD,,Ventas minoristas subyacentes (Mensual) (Mar),"2,4%","2,0%","1,8%"
26 de mayo de 2022",15:00,  USD,,Venta de viviendas pendientes (Mensual) (Abr),"-3,9%","-2,0%","-1,6%"
27 de mayo de 2022",02:30,  AUD,,Ventas minoristas (Mensual) (Abr),"0,9%","0,9%","1,6%"
27 de mayo de 2022",13:30,  USD,,Precios del gasto en consumo personal subyacente (Mensual) (Abr),"0,3%","0,3%","0,3%"
30 de mayo de 2022",11:00,  EUR,,Cumbre de líderes de la UE  , , , 
30 de mayo de 2022",13:00,  EUR,,IPC de Alemania (Anual) (May)  ,"7,9%","7,6%","7,4%"
31 de mayo de 2022",02:30,  CNY,,PMI manufacturero (May),"49,6","48,0","47,4"
31 de mayo de 2022",08:55,  EUR,,Cambio del desempleo en Alemania (May),-4K,-16K,-13K
31 de mayo de 2022",10:00,  EUR,,IPC en la zona euro (Anual) (May)  ,"8,1%","7,7%","7,4%"
31 de mayo de 2022",11:00,  EUR,,Cumbre de líderes de la UE  , , , 
31 de mayo de 2022",13:30,  CAD,,PIB (Mensual) (Mar),"0,7%","0,5%","0,9%"
31 de mayo de 2022",15:00,  USD,,Confianza del consumidor de The Conference Board (May),"106,4","103,9","108,6"
1 de junio de 2022",02:30,  AUD,,PIB (Trimestral) (1T),"0,8%","0,5%","3,6%"
1 de junio de 2022",02:45,  CNY,,PMI manufacturero de Caixin (May),"48,1","48,0","46,0"
1 de junio de 2022",08:55,  EUR,,PMI manufacturero de Alemania (May),"54,8","54,7","54,6"
1 de junio de 2022",09:30,  GBP,,PMI manufacturero (May),"54,6","54,6","55,8"
1 de junio de 2022",12:00,  EUR,,"Comparecencia de Lagarde, presidenta del BCE  ", , , 
1 de junio de 2022",15:00,  USD,,PMI manufacturero del ISM (May),"56,1","54,5","55,4"
1 de junio de 2022",15:00,  USD,,Encuesta JOLTs de ofertas de empleo (Abr),"11,400M","11,400M","11,855M"
1 de junio de 2022",15:00,  CAD,,Decisión de tipos de interés,"1,50%","1,50%","1,00%"
2 de junio de 2022",02:30,  AUD,,Ventas minoristas (Mensual),"0,9%","0,9%","1,6%"
2 de junio de 2022",13:15,  USD,,Cambio del empleo no agrícola ADP (May),128K,300K,202K
2 de junio de 2022",13:30,  USD,,Nuevas peticiones de subsidio por desempleo,200K,210K,211K
2 de junio de 2022",16:00,  USD,,Inventarios de petróleo crudo de la AIE,"-5,068M","-1,350M","-1,019M"
3 de junio de 2022",13:30,  USD,,Nóminas no agrícolas (May),390K,325K,436K
3 de junio de 2022",13:30,  USD,,Tasa de desempleo (May),"3,6%","3,5%","3,6%"
3 de junio de 2022",15:00,  USD,,PMI no manufacturero del ISM (May),"55,9","56,4","57,1"
6 de junio de 2022",05:30,  AUD,,Decisión de tipos de interés (Jun),"0,85%","0,60%","0,35%"
6 de junio de 2022",05:30,  AUD,,Comunicado sobre tipos del RBA  , , , 
6 de junio de 2022",09:30,  GBP,,PMI compuesto (May),"53,1","51,8","58,2"
6 de junio de 2022",09:30,  GBP,,PMI de servicios (May),"53,4","51,8","58,9"
6 de junio de 2022",15:00,  CAD,,PMI de Ivey (May),"72,0", ,"66,3"
6 de junio de 2022",17:00,  USD,,Previsión energética a corto plazo de la EIA  , , , 
7 de junio de 2022",00:50,  JPY,,PIB (Trimestral) (1T),"-0,1%","-0,3%","-0,2%"
7 de junio de 2022",05:30,  INR,,Decisión de tipos de interés,"4,90%","4,80%","4,40%"
7 de junio de 2022",09:30,  GBP,,PMI del sector de la construcción (May),"56,4","56,6","58,2"
7 de junio de 2022",15:30,  USD,,Inventarios de petróleo crudo de la AIE,"2,025M","-1,917M","-5,068M"
8 de junio de 2022",12:45,  EUR,,Tipo de la facilidad de depósito (Jun),"-0,50%","-0,50%","-0,50%"
8 de junio de 2022",12:45,  EUR,,Tipo de facilidad marginal de crédito del BCE,"0,25%", ,"0,25%"
8 de junio de 2022",12:45,  EUR,,Comunicado del BCE sobre política monetaria  , , , 
8 de junio de 2022",12:45,  EUR,,Decisión del BCE sobre tipos de interés (Jun),"0,00%","0,00%","0,00%"
8 de junio de 2022",13:30,  USD,,Nuevas peticiones de subsidio por desempleo,229K,210K,202K
8 de junio de 2022",13:30,  EUR,,Rueda de prensa del BCE  , , , 
8 de junio de 2022",13:30,  USD,,IPC subyacente (Mensual) (May),"0,6%","0,5%","0,6%"
8 de junio de 2022",13:30,  USD,,IPC (Anual) (May),"8,6%","8,3%","8,3%"
8 de junio de 2022",13:30,  USD,,IPC (Mensual) (May),"1,0%","0,7%","0,3%"
8 de junio de 2022",13:30,  CAD,,Cambio del empleo (May),"39,8K","30,0K","15,3K"
8 de junio de 2022",14:45,  EUR,,"Comparecencia de Lagarde, presidenta del BCE  ", , , 
9 de junio de 2022",07:00,  GBP,,PIB (Anual),"3,4%","3,9%","6,4%"
9 de junio de 2022",07:00,  GBP,,PIB (Trimestral),"0,2%","0,4%","0,8%"
9 de junio de 2022",07:00,  GBP,,PIB (Mensual),"-0,3%","0,1%","-0,1%"
9 de junio de 2022",07:00,  GBP,,Producción manufacturera (Mensual) (Abr),"-1,0%","0,2%","-0,2%"
9 de junio de 2022",07:00,  GBP,,PIB mensual a 3M / Evolución a 3M,"0,2%","0,4%","0,8%"
9 de junio de 2022",07:00,  GBP,,"Ingresos medios de los trabajadores, bonus incluidos (Abr)","6,8%","7,6%","7,0%"
9 de junio de 2022",07:00,  GBP,,Evolución del desempleo (May),"-19,7K","-49,4K","-65,5K"
9 de junio de 2022",07:00,  EUR,,IPC de Alemania (Anual) (May),"7,9%","7,9%","7,4%"
9 de junio de 2022",10:00,  EUR,,Índice ZEW de confianza inversora en Alemania (Jun),"-28,0","-27,5","-34,3"
9 de junio de 2022",13:30,  USD,,IPP (Mensual) (May),"0,8%","0,8%","0,4%"
10 de junio de 2022",03:00,  CNY,,Índice de Producción Industrial (Anual) (May),"0,7%","-0,7%","-2,9%"
10 de junio de 2022",13:30,  USD,,Ventas minoristas subyacentes (Mensual) (May),"0,5%","0,8%","0,4%"
10 de junio de 2022",13:30,  USD,,Ventas minoristas (Mensual) (May),"-0,3%","0,2%","0,7%"
10 de junio de 2022",15:30,  USD,,Inventarios de petróleo crudo de la AIE,"1,956M","-1,314M","2,025M"
10 de junio de 2022",17:20,  EUR,,"Comparecencia de Lagarde, presidenta del BCE  ", , , 
10 de junio de 2022",19:00,  USD,,Proyecciones económicas del FOMC  , , , 
10 de junio de 2022",19:00,  USD,,Comunicado del FOMC  , , , 
10 de junio de 2022",19:00,  USD,,Decisión de tipos de interés,"1,75%","1,50%","1,00%"
10 de junio de 2022",19:30,  USD,,Rueda de prensa del FOMC  , , , 
10 de junio de 2022",23:45,  NZD,,PIB (Trimestral) (1T),"-0,2%","0,6%","3,0%"
13 de junio de 2022",02:30,  AUD,,Cambio del empleo (May),"60,6K","25,0K","4,5K"
13 de junio de 2022",08:30,  CHF,,Decisión de tipos de interés (2T),"-0,25%","-0,75%","-0,75%"
13 de junio de 2022",08:30,  CHF,,Evaluación de política monetaria del SNB  , , , 
13 de junio de 2022",09:00,  CHF,,Rueda de prensa del SNB  , , , 
13 de junio de 2022",12:00,  GBP,,Decisión de tipos de interés (Jun),"1,25%","1,25%","1,00%"
13 de junio de 2022",12:00,  GBP,,Actas de la reunión de política monetaria del Banco de Inglaterra  , , , 
13 de junio de 2022",13:30,  USD,,Permisos de construcción (May),"1,695M","1,785M","1,823M"
13 de junio de 2022",13:30,  USD,,Nuevas peticiones de subsidio por desempleo,229K,215K,232K
13 de junio de 2022",13:30,  USD,,Índice manufacturero de la Fed de Filadelfia (Jun),"-3,3","5,5","2,6"
14 de junio de 2022",04:00,  JPY,,Declaraciones de política monetaria del BoJ  , , , 
14 de junio de 2022",07:30,  JPY,,Rueda de prensa del Banco de Japón  , , , 
14 de junio de 2022",10:00,  EUR,,IPC en la zona euro (Anual) (May),"8,1%","8,1%","7,4%"
14 de junio de 2022",13:45,  USD,,"Declaraciones Powell, presidente de la Fed  ", , , 
14 de junio de 2022",17:00,  USD,,Informe de política monetaria de la Fed  , , , 
15 de junio de 2022",02:15,  CNY,,Tasa de préstamo preferencial del PBoC,"3,70%","3,70%","3,70%"
15 de junio de 2022",14:00,  EUR,,"Comparecencia de Lagarde, presidenta del BCE  ", , , 
15 de junio de 2022",16:00,  EUR,,"Comparecencia de Lagarde, presidenta del BCE  ", , , 
16 de junio de 2022",02:30,  AUD,,Actas de la reunión de política monetaria del Banco de la Reserva de Australia  , , , 
16 de junio de 2022",12:00,  BRL,,Actas de la reunión del CMP del Banco Central de Brasil  , , , 
16 de junio de 2022",13:30,  CAD,,Ventas minoristas subyacentes (Mensual) (Abr),"1,3%","0,6%","2,6%"
16 de junio de 2022",15:00,  USD,,Ventas de viviendas de segunda mano (May),"5,41M","5,39M","5,60M"
22 de junio de 2022",02:30,  AUD,,Actas de la reunión de política monetaria del Banco de la Reserva de Australia  , , , 
22 de junio de 2022",12:00,  BRL,,Actas de la reunión del CMP del Banco Central de Brasil  , , , 
22 de junio de 2022",13:30,  CAD,,Ventas minoristas subyacentes (Mensual) (Abr),"1,3%","0,6%","2,6%"
22 de junio de 2022",15:00,  USD,,Ventas de viviendas de segunda mano (May),"5,41M","5,39M","5,60M"
23 de junio de 2022",07:00,  GBP,,IPC (Anual) (May),"9,1%","9,1%","9,0%"
23 de junio de 2022",13:30,  CAD,,IPC subyacente (Mensual) (May),"0,8%","0,4%","0,7%"
23 de junio de 2022",14:30,  USD,,"Comparecencia de Powell, presidente de la Fed  ", , , 
24 de junio de 2022",08:30,  EUR,,PMI manufacturero de Alemania (Jun)  ,"52,0","54,0","54,8"
24 de junio de 2022",09:30,  GBP,,PMI compuesto (Jun)  ,"53,1","52,6","51,8"
24 de junio de 2022",09:30,  GBP,,PMI manufacturero (Jun)  ,"53,4","53,7","54,6"
24 de junio de 2022",09:30,  GBP,,PMI de servicios (Jun)  ,"53,4","53,0","53,4"
24 de junio de 2022",11:00,  EUR,,Cumbre de líderes de la UE  , , , 
24 de junio de 2022",13:30,  USD,,Nuevas peticiones de subsidio por desempleo,229K,227K,231K
24 de junio de 2022",15:00,  USD,,"Comparecencia de Powell, presidente de la Fed  ", , , 
27 de junio de 2022",07:00,  GBP,,Ventas minoristas (Mensual) (May),"-0,5%","-0,7%","0,4%"
27 de junio de 2022",09:00,  EUR,,Índice Ifo de confianza empresarial en Alemania (Jun),"92,3","92,9","93,0"
27 de junio de 2022",11:00,  EUR,,Cumbre de líderes de la UE  , , , 
27 de junio de 2022",15:00,  USD,,Ventas de viviendas nuevas (May),696K,588K,629K
28 de junio de 2022",13:30,  USD,,Pedidos de bienes duraderos (subyacente) (Mensual) (May),"0,7%","0,3%","0,2%"
28 de junio de 2022",15:00,  USD,,Venta de viviendas pendientes (Mensual) (May),"0,7%","-3,7%","-4,0%"
28 de junio de 2022",19:30,  EUR,,"Comparecencia de Lagarde, presidenta del BCE  ", , , 
29 de junio de 2022",09:00,  EUR,,"Comparecencia de Lagarde, presidenta del BCE  ", , , 
29 de junio de 2022",15:00,  USD,,Confianza del consumidor de The Conference Board (Jun),"98,7","100,4","103,2"
30 de junio de 2022",02:30,  AUD,,Ventas minoristas (Mensual) (May)  ,"0,9%","0,4%","0,9%"
30 de junio de 2022",12:35,  GBP,,Comparecencia del gob Bailey del BoE  , , , 
30 de junio de 2022",13:00,  EUR,,IPC de Alemania (Anual) (Jun)  ,"7,6%","8,0%","7,9%"
30 de junio de 2022",13:30,  USD,,PIB (Trimestral) (1T),"-1,6%","-1,5%","-1,5%"
30 de junio de 2022",14:00,  USD,,"Declaraciones Powell, presidente de la Fed  ", , , 
30 de junio de 2022",14:00,  EUR,,"Comparecencia de Lagarde, presidenta del BCE  ", , , 
30 de junio de 2022",14:30,  GBP,,Comparecencia del gob Bailey del BoE  , , , 
30 de junio de 2022",15:25,  USD,,Inventarios de petróleo crudo de la AIE,"-0,386M", ,"1,956M"
30 de junio de 2022",15:30,  USD,,Inventarios de petróleo crudo de la AIE,"-2,762M","-0,569M","-0,386M"
30 de junio de 2022",16:00,  EUR,,"Comparecencia de Lagarde, presidenta del BCE  ", , , 
1 de julio de 2022",02:30,  CNY,,PMI manufacturero (Jun),"50,2","50,5","49,6"
1 de julio de 2022",07:00,  GBP,,PIB (Anual) (1T)  ,"8,7%","8,7%","6,6%"
1 de julio de 2022",07:00,  GBP,,PIB (Trimestral) (1T)  ,"0,8%","0,8%","1,3%"
1 de julio de 2022",08:55,  EUR,,Cambio del desempleo en Alemania (Jun),133K,-6K,-4K
1 de julio de 2022",13:30,  USD,,Precios del gasto en consumo personal subyacente (Mensual) (May),"0,3%","0,4%","0,3%"
1 de julio de 2022",13:30,  USD,,Nuevas peticiones de subsidio por desempleo,231K,228K,233K
1 de julio de 2022",13:30,  CAD,,PIB (Mensual) (Abr),"0,3%","0,3%","0,7%"
1 de julio de 2022",14:30,  EUR,,"Comparecencia de Lagarde, presidenta del BCE  ", , , 
4 de julio de 2022",00:50,  JPY,,Encuesta Tankan: grandes empresas manufactureras (2T),9,13,14
4 de julio de 2022",00:50,  JPY,,Encuesta Tankan: grandes empresas no manufactureras (2T),13,14,9
4 de julio de 2022",02:45,  CNY,,PMI manufacturero de Caixin (Jun),"51,7","50,1","48,1"
4 de julio de 2022",08:55,  EUR,,PMI manufacturero de Alemania (Jun),"52,0","52,0","54,8"
4 de julio de 2022",09:30,  GBP,,PMI manufacturero (Jun),"52,8","53,4","54,6"
4 de julio de 2022",10:00,  EUR,,IPC en la zona euro (Anual) (Jun)  ,"8,6%","8,4%","8,1%"
4 de julio de 2022",15:00,  USD,,PMI manufacturero del ISM (Jun),"53,0","54,9","56,1"
5 de julio de 2022",02:30,  AUD,,Ventas minoristas (Mensual),"0,9%","0,9%","0,9%"
5 de julio de 2022",05:30,  AUD,,Decisión de tipos de interés (Jul),"1,35%","1,35%","0,85%"
5 de julio de 2022",05:30,  AUD,,Comunicado sobre tipos del RBA  , , , 
5 de julio de 2022",09:30,  GBP,,PMI compuesto (Jun),"53,7","53,1","53,1"
5 de julio de 2022",09:30,  GBP,,PMI de servicios (Jun),"54,3","53,4","53,4"
5 de julio de 2022",11:00,  GBP,,Comparecencia del gob Bailey del BoE  , , , 
6 de julio de 2022",09:30,  GBP,,PMI del sector de la construcción (Jun),"52,6","55,0","56,4"
6 de julio de 2022",15:00,  USD,,PMI no manufacturero del ISM (Jun),"55,3","54,3","55,9"
6 de julio de 2022",15:00,  USD,,Encuesta JOLTs de ofertas de empleo (May),"11,254M","11,000M","11,681M"
6 de julio de 2022",19:00,  USD,,Actas de la reunión del FOMC  , , , 
7 de julio de 2022",12:30,  EUR,,Actas de la reunión de política monetaria del BCE  , , , 
7 de julio de 2022",13:30,  USD,,Nuevas peticiones de subsidio por desempleo,235K,230K,231K
7 de julio de 2022",15:00,  CAD,,PMI de Ivey (Jun),"62,2","74,0","72,0"
7 de julio de 2022",16:00,  USD,,Inventarios de petróleo crudo de la AIE,"8,235M","-1,043M","-2,762M"
8 de julio de 2022",12:55,  EUR,,"Comparecencia de Lagarde, presidenta del BCE  ", , , 
8 de julio de 2022",13:30,  USD,,Nóminas no agrícolas (Jun),372K,268K,384K
8 de julio de 2022",13:30,  USD,,Tasa de desempleo (Jun),"3,6%","3,6%","3,6%"
8 de julio de 2022",13:30,  CAD,,Cambio del empleo (Jun),"-43,2K","23,5K","39,8K"
8 de julio de 2022",15:15,  GBP,,Comparecencia del gob Bailey del BoE  , , , 
11 de julio de 2022",10:00,  EUR,,Índice ZEW de confianza inversora en Alemania (Jul),"-53,8","-38,3","-28,0"
11 de julio de 2022",17:00,  USD,,Previsión energética a corto plazo de la EIA  , , , 
11 de julio de 2022",18:00,  GBP,,Comparecencia del gob Bailey del BoE  , , , 
12 de julio de 2022",03:00,  NZD,,Decisión de tipos de interés,"2,50%","2,50%","2,00%"
12 de julio de 2022",03:00,  NZD,,Anuncio de tipos de interés del Banco de la Reserva de Nueva Zelanda  , , , 
12 de julio de 2022",07:00,  GBP,,PIB (Anual),"3,5%","2,7%","3,7%"
12 de julio de 2022",07:00,  GBP,,PIB (Trimestral),"0,4%","0,0%","0,8%"
12 de julio de 2022",07:00,  GBP,,PIB (Mensual),"0,5%","0,1%","-0,2%"
12 de julio de 2022",07:00,  GBP,,Producción manufacturera (Mensual) (May),"1,4%","0,1%","-0,6%"
12 de julio de 2022",07:00,  GBP,,PIB mensual a 3M / Evolución a 3M,"0,4%","0,0%","0,3%"
12 de julio de 2022",07:00,  EUR,,IPC de Alemania (Anual) (Jun),"7,6%","7,6%","7,9%"
12 de julio de 2022",13:30,  USD,,IPC subyacente (Mensual) (Jun),"0,7%","0,6%","0,6%"
12 de julio de 2022",13:30,  USD,,IPC (Mensual) (Jun),"1,3%","1,1%","1,0%"
12 de julio de 2022",13:30,  USD,,IPC (Anual) (Jun),"9,1%","8,8%","8,6%"
12 de julio de 2022",15:00,  CAD,,Informe de política monetaria del Banco de Canadá  , , , 
12 de julio de 2022",15:00,  CAD,,Decisión de tipos de interés,"2,50%","2,25%","1,50%"
12 de julio de 2022",15:30,  USD,,Inventarios de petróleo crudo de la AIE,"3,254M","-0,154M","8,235M"
12 de julio de 2022",16:00,  CAD,,Rueda de prensa Banco de Canadá  , , , 
13 de julio de 2022",02:30,  AUD,,Cambio del empleo (Jun),"88,4K","30,0K","60,6K"
13 de julio de 2022",13:30,  USD,,Nuevas peticiones de subsidio por desempleo,244K,235K,235K
13 de julio de 2022",13:30,  USD,,IPP (Mensual) (Jun),"1,1%","0,8%","0,9%"
14 de julio de 2022",03:00,  CNY,,PIB (Anual) (2T),"0,4%","1,0%","4,8%"
14 de julio de 2022",03:00,  CNY,,Índice de Producción Industrial (Anual) (Jun),"3,9%","4,1%","0,7%"
14 de julio de 2022",13:30,  USD,,Ventas minoristas subyacentes (Mensual) (Jun),"1,0%","0,6%","0,6%"
14 de julio de 2022",13:30,  USD,,Ventas minoristas (Mensual) (Jun),"1,0%","0,8%","-0,1%"
14 de julio de 2022",23:45,  NZD,,IPC (Trimestral) (2T),"1,7%","1,5%","1,8%"
15 de julio de 2022",02:30,  AUD,,Actas de la reunión de política monetaria del Banco de la Reserva de Australia  , , , 
15 de julio de 2022",07:00,  GBP,,"Ingresos medios de los trabajadores, bonus incluidos (May)","6,2%","6,7%","6,8%"
15 de julio de 2022",07:00,  GBP,,Evolución del desempleo (Jun),"-20,0K","-41,2K","-34,7K"
15 de julio de 2022",10:00,  EUR,,IPC en la zona euro (Anual) (Jun),"8,6%","8,6%","8,1%"
15 de julio de 2022",13:30,  USD,,Permisos de construcción (Jun),"1,685M","1,650M","1,695M"
15 de julio de 2022",17:00,  GBP,,Comparecencia del gob Bailey del BoE  , , , 
16 de julio de 2022",02:15,  CNY,,Tasa de préstamo preferencial del PBoC,"3,70%", ,"3,70%"
16 de julio de 2022",07:00,  GBP,,IPC (Anual) (Jun),"9,4%","9,3%","9,1%"
16 de julio de 2022",13:30,  CAD,,IPC subyacente (Mensual) (Jun),"0,3%", ,"0,8%"
16 de julio de 2022",15:00,  USD,,Ventas de viviendas de segunda mano (Jun),"5,12M","5,38M","5,41M"
16 de julio de 2022",15:30,  USD,,Inventarios de petróleo crudo de la AIE,"-0,446M","1,357M","3,254M"
17 de julio de 2022",04:00,  JPY,,Perspectivas económicas del BoJ (Anual)  , , , 
17 de julio de 2022",04:00,  JPY,,Rueda de prensa del Banco de Japón  , , , 
17 de julio de 2022",13:15,  EUR,,Tipo de la facilidad de depósito (Jul),"0,00%","-0,25%","-0,50%"
17 de julio de 2022",13:15,  EUR,,Tipo de facilidad marginal de crédito del BCE,"0,75%", ,"0,25%"
17 de julio de 2022",13:15,  EUR,,Comunicado del BCE sobre política monetaria  , , , 
17 de julio de 2022",13:15,  EUR,,Decisión del BCE sobre tipos de interés (Jul),"0,50%","0,25%","0,00%"
17 de julio de 2022",13:30,  USD,,Nuevas peticiones de subsidio por desempleo,251K,240K,244K
17 de julio de 2022",13:30,  USD,,Índice manufacturero de la Fed de Filadelfia (Jul),"-12,3","-2,5","-3,3"
17 de julio de 2022",13:45,  EUR,,Rueda de prensa del BCE  , , , 
17 de julio de 2022",15:15,  EUR,,"Comparecencia de Lagarde, presidenta del BCE  ", , , 
21 de julio de 2022",04:00,  JPY,,Perspectivas económicas del BoJ (Anual)  , , , 
21 de julio de 2022",04:00,  JPY,,Rueda de prensa del Banco de Japón  , , , 
21 de julio de 2022",13:15,  EUR,,Tipo de la facilidad de depósito (Jul),"0,00%","-0,25%","-0,50%"
21 de julio de 2022",13:15,  EUR,,Tipo de facilidad marginal de crédito del BCE,"0,75%", ,"0,25%"
21 de julio de 2022",13:15,  EUR,,Comunicado del BCE sobre política monetaria  , , , 
21 de julio de 2022",13:15,  EUR,,Decisión del BCE sobre tipos de interés (Jul),"0,50%","0,25%","0,00%"
21 de julio de 2022",13:30,  USD,,Nuevas peticiones de subsidio por desempleo,251K,240K,244K
21 de julio de 2022",13:30,  USD,,Índice manufacturero de la Fed de Filadelfia (Jul),"-12,3","-2,5","-3,3"
21 de julio de 2022",13:45,  EUR,,Rueda de prensa del BCE  , , , 
21 de julio de 2022",15:15,  EUR,,"Comparecencia de Lagarde, presidenta del BCE  ", , , 
22 de julio de 2022",07:00,  GBP,,Ventas minoristas (Mensual) (Jun),"-0,1%","-0,3%","-0,8%"
22 de julio de 2022",08:30,  EUR,,PMI manufacturero de Alemania (Jul)  ,"49,2","50,6","52,0"
22 de julio de 2022",09:30,  GBP,,PMI compuesto  ,"52,8","52,5","53,7"
22 de julio de 2022",09:30,  GBP,,PMI manufacturero  ,"52,2","52,0","52,8"
22 de julio de 2022",09:30,  GBP,,PMI de servicios  ,"53,3","53,0","54,3"
22 de julio de 2022",13:30,  CAD,,Ventas minoristas subyacentes (Mensual) (May),"1,9%","1,6%","1,1%"
25 de julio de 2022",09:00,  EUR,,Índice Ifo de confianza empresarial en Alemania (Jul),"88,6","90,2","92,2"
25 de julio de 2022",15:00,  USD,,Confianza del consumidor de The Conference Board (Jul),"95,7","97,2","98,4"
25 de julio de 2022",15:00,  USD,,Ventas de viviendas nuevas (Jun),590K,660K,642K
26 de julio de 2022",02:30,  AUD,,IPC (Trimestral) (2T),"1,8%","1,9%","2,1%"
26 de julio de 2022",13:30,  USD,,Pedidos de bienes duraderos (subyacente) (Mensual) (Jun),"0,3%","0,2%","0,5%"
26 de julio de 2022",15:00,  USD,,Venta de viviendas pendientes (Mensual) (Jun),"-8,6%","-1,5%","0,4%"
26 de julio de 2022",15:30,  USD,,Inventarios de petróleo crudo de la AIE,"-4,523M","-1,037M","-0,446M"
26 de julio de 2022",19:00,  USD,,Comunicado del FOMC  , , , 
26 de julio de 2022",19:00,  USD,,Decisión de tipos de interés,"2,50%","2,50%","1,75%"
26 de julio de 2022",19:30,  USD,,Rueda de prensa del FOMC  , , , 
27 de julio de 2022",02:30,  AUD,,Ventas minoristas (Mensual) (Jun)  ,"0,2%","0,5%","0,9%"
27 de julio de 2022",13:00,  EUR,,IPC de Alemania (Anual) (Jul)  ,"7,5%","7,4%","7,6%"
27 de julio de 2022",13:30,  USD,,PIB (Trimestral) (2T)  ,"-0,9%","0,5%","-1,6%"
27 de julio de 2022",13:30,  USD,,Nuevas peticiones de subsidio por desempleo,256K,253K,261K
27 de julio de 2022",17:55,  USD,,"Discurso de Joe Biden, presidente de EE.UU.  ", , , 
27 de julio de 2022",19:40,  USD,,"Discurso de Joe Biden, presidente de EE.UU.  ", , , 
28 de julio de 2022",08:55,  EUR,,Cambio del desempleo en Alemania (Jul),48K,15K,132K
28 de julio de 2022",09:00,  EUR,,PIB de Alemania (Trimestral) (2T)  ,"0,0%","0,1%","0,8%"
28 de julio de 2022",10:00,  EUR,,IPC en la zona euro (Anual) (Jul)  ,"8,9%","8,6%","8,6%"
28 de julio de 2022",13:30,  USD,,Precios del gasto en consumo personal subyacente (Mensual) (Jun),"0,6%","0,5%","0,3%"
28 de julio de 2022",13:30,  CAD,,PIB (Mensual) (May),"0,0%","-0,2%","0,3%"
29 de julio de 2022",02:30,  CNY,,PMI manufacturero (Jul),"49,0","50,4","50,2"
29 de julio de 2022",02:45,  CNY,,PMI manufacturero de Caixin (Jul),"50,4","51,5","51,7"
29 de julio de 2022",08:55,  EUR,,PMI manufacturero de Alemania (Jul),"49,3","49,2","52,0"
29 de julio de 2022",09:30,  GBP,,PMI manufacturero (Jul),"52,1","52,2","52,8"
29 de julio de 2022",15:00,  USD,,PMI manufacturero del ISM (Jul),"52,8","52,0","53,0"
30 de julio de 2022",05:30,  AUD,,Decisión de tipos de interés (Ago),"1,85%","1,85%","1,35%"
30 de julio de 2022",05:30,  AUD,,Comunicado sobre tipos del RBA  , , , 
